symbol,candidate_security,name,gics_sector_name,industry_sector,id_bb_global,candidate_returned
ROCC,__chosen__,ROCC US Equity,Energy,GICS_SECTOR_NAME,,True
RPD,RPD US Equity,RAPID7 INC,Information Technology,Technology,BBG009DFHWG6,True
RPD,__chosen__,RPD US Equity,Information Technology,GICS_SECTOR_NAME,,True
SASR,SASR US Equity,SANDY SPRING BANCORP INC,Financials,Financial,BBG000BR83Z4,True
SASR,__chosen__,SASR US Equity,Financials,GICS_SECTOR_NAME,,True
SAVEQ,SAVEQ US Equity,SPIRIT AIRLINES INC,Industrials,"Consumer, Cyclical",BBG000BF6RQ9,True
SAVEQ,__chosen__,SAVEQ US Equity,Industrials,GICS_SECTOR_NAME,,True
SEE,SEE US Equity,SEALED AIR CORP,Materials,Industrial,BBG000C22QV7,True
SEE,__chosen__,SEE US Equity,Materials,GICS_SECTOR_NAME,,True
SLAB,SLAB US Equity,SILICON LABORATORIES INC,Information Technology,Technology,BBG000BB99S3,True
SLAB,__chosen__,SLAB US Equity,Information Technology,GICS_SECTOR_NAME,,True
SLQT,SLQT US Equity,SELECTQUOTE INC,Financials,Financial,BBG000GTP1B6,True
SLQT,__chosen__,SLQT US Equity,Financials,GICS_SECTOR_NAME,,True
SMTC,SMTC US Equity,SEMTECH CORP,Information Technology,Technology,BBG000DBKR53,True
SMTC,__chosen__,SMTC US Equity,Information Technology,GICS_SECTOR_NAME,,True
SPSC,SPSC US Equity,SPS COMMERCE INC,Information Technology,Technology,BBG000PZGB75,True
SPSC,__chosen__,SPSC US Equity,Information Technology,GICS_SECTOR_NAME,,True
SSD,SSD US Equity,SIMPSON MANUFACTURING CO INC,Industrials,Industrial,BBG000JLC8L8,True
SSD,__chosen__,SSD US Equity,Industrials,GICS_SECTOR_NAME,,True
SSTK,SSTK US Equity,SHUTTERSTOCK INC,Communication Services,Communications,BBG002ZCK2V9,True
SSTK,__chosen__,SSTK US Equity,Communication Services,GICS_SECTOR_NAME,,True
STAG,STAG US Equity,STAG INDUSTRIAL INC,Real Estate,Financial,BBG000BGLFP7,True
STAG,__chosen__,STAG US Equity,Real Estate,GICS_SECTOR_NAME,,True
STRA,STRA US Equity,STRATEGIC EDUCATION INC,Consumer Discretionary,"Consumer, Non-cyclical",BBG000GRZDV1,True
STRA,__chosen__,STRA US Equity,Consumer Discretionary,GICS_SECTOR_NAME,,True
SUPN,SUPN US Equity,SUPERNUS PHARMACEUTICALS INC,Health Care,"Consumer, Non-cyclical",BBG000BP0HX7,True
SUPN,__chosen__,SUPN US Equity,Health Care,GICS_SECTOR_NAME,,True
TDS,TDS US Equity,TELEPHONE AND DATA SYSTEMS,Communication Services,Communications,BBG000BV0VK7,True
TDS,__chosen__,TDS US Equity,Communication Services,GICS_SECTOR_NAME,,True
TECD,TECD US Equity,TECH DATA CORP,Information Technology,Industrial,BBG000BV2BR2,True
TECD,__chosen__,TECD US Equity,Information Technology,GICS_SECTOR_NAME,,True
TGNA,TGNA US Equity,TEGNA INC,Communication Services,Communications,BBG000BK5DP1,True
TGNA,__chosen__,TGNA US Equity,Communication Services,GICS_SECTOR_NAME,,True
TH,TH US Equity,TARGET HOSPITALITY CORP,Consumer Discretionary,"Consumer, Non-cyclical",BBG00K7K3474,True
TH,__chosen__,TH US Equity,Consumer Discretionary,GICS_SECTOR_NAME,,True
THR,THR US Equity,THERMON GROUP HOLDINGS INC,Industrials,Industrial,BBG001HNSYT2,True
THR,__chosen__,THR US Equity,Industrials,GICS_SECTOR_NAME,,True
TREX,TREX US Equity,TREX COMPANY INC,Industrials,Industrial,BBG000BTGKK9,True
TREX,__chosen__,TREX US Equity,Industrials,GICS_SECTOR_NAME,,True
TRHC,TRHC US Equity,TABULA RASA HEALTHCARE INC,Health Care,Technology,BBG00BT7PPY8,True
TRHC,__chosen__,TRHC US Equity,Health Care,GICS_SECTOR_NAME,,True
TROX,TROX US Equity,TRONOX HOLDINGS PLC,Materials,Basic Materials,BBG00MRH2W10,True
TROX,__chosen__,TROX US Equity,Materials,GICS_SECTOR_NAME,,True
TTEC,TTEC US Equity,TTEC HOLDINGS INC,Industrials,Technology,BBG000C4NJF4,True
TTEC,__chosen__,TTEC US Equity,Industrials,GICS_SECTOR_NAME,,True
TWNK,TWNK US Equity,HOSTESS BRANDS INC,Consumer Staples,"Consumer, Non-cyclical",BBG00B6KGNN1,True
TWNK,__chosen__,TWNK US Equity,Consumer Staples,GICS_SECTOR_NAME,,True
UFPT,UFPT US Equity,UFP TECHNOLOGIES INC,Health Care,"Consumer, Non-cyclical",BBG000BJBZK3,True
UFPT,__chosen__,UFPT US Equity,Health Care,GICS_SECTOR_NAME,,True
UNFI,UNFI US Equity,UNITED NATURAL FOODS INC,Consumer Staples,"Consumer, Non-cyclical",BBG000BXB1M5,True
UNFI,__chosen__,UNFI US Equity,Consumer Staples,GICS_SECTOR_NAME,,True
UNTY,UNTY US Equity,UNITY BANCORP INC,Financials,Financial,BBG000K0KW21,True
UNTY,__chosen__,UNTY US Equity,Financials,GICS_SECTOR_NAME,,True
UPLD,UPLD US Equity,UPLAND SOFTWARE INC,Information Technology,Technology,BBG005KC3JR5,True
UPLD,__chosen__,UPLD US Equity,Information Technology,GICS_SECTOR_NAME,,True
UVE,UVE US Equity,UNIVERSAL INSURANCE HOLDINGS,Financials,Financial,BBG000B9YY14,True
UVE,__chosen__,UVE US Equity,Financials,GICS_SECTOR_NAME,,True
VECO,VECO US Equity,VEECO INSTRUMENTS INC,Information Technology,Technology,BBG000BDCB28,True
VECO,__chosen__,VECO US Equity,Information Technology,GICS_SECTOR_NAME,,True
VIAV,VIAV US Equity,VIAVI SOLUTIONS INC,Information Technology,Communications,BBG000BP7JB0,True
VIAV,__chosen__,VIAV US Equity,Information Technology,GICS_SECTOR_NAME,,True
VNDA,VNDA US Equity,VANDA PHARMACEUTICALS INC,Health Care,"Consumer, Non-cyclical",BBG000HT5MG6,True
VNDA,__chosen__,VNDA US Equity,Health Care,GICS_SECTOR_NAME,,True
VRNT,VRNT US Equity,VERINT SYSTEMS INC,Information Technology,Technology,BBG000BCBYT2,True
VRNT,__chosen__,VRNT US Equity,Information Technology,GICS_SECTOR_NAME,,True
VSH,VSH US Equity,VISHAY INTERTECHNOLOGY INC,Information Technology,Industrial,BBG000BWKB81,True
VSH,__chosen__,VSH US Equity,Information Technology,GICS_SECTOR_NAME,,True
WASH,WASH US Equity,WASHINGTON TRUST BANCORP,Financials,Financial,BBG000BWLZX9,True
WASH,__chosen__,WASH US Equity,Financials,GICS_SECTOR_NAME,,True
WLDN,WLDN US Equity,WILLDAN GROUP INC,Industrials,"Consumer, Non-cyclical",BBG000Q1CKB8,True
WLDN,__chosen__,WLDN US Equity,Industrials,GICS_SECTOR_NAME,,True
WSFS,WSFS US Equity,WSFS FINANCIAL CORP,Financials,Financial,BBG000BX1C88,True
WSFS,__chosen__,WSFS US Equity,Financials,GICS_SECTOR_NAME,,True
WTBA,WTBA US Equity,WEST BANCORPORATION,Financials,Financial,BBG000BB0WY4,True
WTBA,__chosen__,WTBA US Equity,Financials,GICS_SECTOR_NAME,,True
YETI,YETI US Equity,YETI HOLDINGS INC,Consumer Discretionary,"Consumer, Cyclical",BBG00D8JC882,True
YETI,__chosen__,YETI US Equity,Consumer Discretionary,GICS_SECTOR_NAME,,True
ZAGG,ZAGG US Equity,ZAGG INC,Consumer Discretionary,Industrial,BBG000DR8FW8,True
ZAGG,__chosen__,ZAGG US Equity,Consumer Discretionary,GICS_SECTOR_NAME,,True
ZD,ZD US Equity,ZIFF DAVIS INC,Communication Services,Communications,BBG000F3CWW7,True
ZD,__chosen__,ZD US Equity,Communication Services,GICS_SECTOR_NAME,,True
ZUMZ,ZUMZ US Equity,ZUMIEZ INC,Consumer Discretionary,"Consumer, Cyclical",BBG000PYX812,True
ZUMZ,__chosen__,ZUMZ US Equity,Consumer Discretionary,GICS_SECTOR_NAME,,True
